client_id,date_naissance,date_inscription,segment_client,region,departement
1346,1991-01-10,2024-05-31,Standard,Centre-Val de Loire,45
1347,1967-03-07,2011-08-13,Standard,Nouvelle-Aquitaine,40
1348,1945-06-04,1979-07-12,Standard,Auvergne-Rhône-Alpes,42
1349,1988-12-05,2008-07-28,Pro,Occitanie,31
1350,1975-08-10,2023-01-07,Pro,Hauts-de-France,62
1351,1970-04-01,2015-10-24,Standard,Bourgogne-Franche-Comté,71
1352,1956-10-30,2009-11-06,Premium,Hauts-de-France,62
1353,1989-01-12,2017-07-11,Standard,Pays de la Loire,44
1354,1993-03-22,2021-06-17,Pro,Centre-Val de Loire,28
1355,1971-06-14,2003-10-27,Standard,Bretagne,29
1356,1996-05-23,2020-08-20,Standard,Île-de-France,75
1357,1989-11-30,2012-06-22,Pro,Grand Est,68
1358,1993-06-26,2017-01-26,Standard,Grand Est,67
1359,1957-07-05,1988-03-08,Pro,Grand Est,57
1360,1999-03-06,2024-02-23,Pro,Auvergne-Rhône-Alpes,69
1361,1994-05-29,2013-08-12,Standard,Grand Est,52
1362,1947-03-20,2021-08-12,Premium,Grand Est,52
1363,1987-07-01,2024-12-18,Standard,Île-de-France,92
1364,2002-11-09,2025-10-21,Pro,Île-de-France,93
1365,1951-12-12,1985-08-26,Pro,Occitanie,81
1366,2005-02-02,2023-05-22,Premium,Occitanie,09
1367,1984-08-11,2014-12-09,Standard,Auvergne-Rhône-Alpes,01
1368,1988-10-18,2013-12-02,Premium,Occitanie,34
1369,1967-09-13,2002-08-14,Standard,Auvergne-Rhône-Alpes,69
1370,1955-06-16,1991-07-16,Standard,Île-de-France,94
1371,1995-08-13,2025-07-18,Premium,Hauts-de-France,59
1372,1988-09-19,2023-06-29,Pro,Île-de-France,92
1373,2007-09-10,2026-01-14,Premium,Bourgogne-Franche-Comté,39
1374,1959-07-11,2007-10-21,Pro,Grand Est,54
1375,1979-05-26,2015-12-06,Standard,Grand Est,68
1376,1972-04-29,1992-12-31,Standard,Grand Est,67
1377,1958-10-24,1994-05-13,Pro,Auvergne-Rhône-Alpes,01
1378,1976-01-12,1997-01-22,Standard,Auvergne-Rhône-Alpes,69
1379,1979-08-22,2024-03-06,Standard,Nouvelle-Aquitaine,16
1380,2006-08-22,2024-11-29,Standard,Provence-Alpes-Côte d'Azur,13
1381,1954-03-03,1981-09-14,Premium,Provence-Alpes-Côte d'Azur,06
1382,1999-10-13,2020-01-10,Standard,Pays de la Loire,85
1383,2004-09-20,2024-03-17,Standard,Île-de-France,78
1384,1990-11-04,2009-07-31,Premium,Bretagne,22
1385,1967-03-28,2014-04-25,Pro,Grand Est,54
1386,1950-12-28,2010-06-20,Standard,Île-de-France,92
1387,1982-08-18,2010-01-23,Pro,Centre-Val de Loire,37
1388,1955-06-11,2018-01-20,Pro,Île-de-France,92
1389,1973-10-19,2010-01-24,Pro,Nouvelle-Aquitaine,33
1390,1987-12-18,2016-07-27,Premium,Île-de-France,78
1391,2007-01-20,2025-08-30,Pro,Île-de-France,95
1392,1989-11-30,2018-11-02,Standard,Hauts-de-France,62
1393,1983-06-09,2007-12-03,Pro,Nouvelle-Aquitaine,79
1394,2001-02-18,2024-02-03,Standard,Auvergne-Rhône-Alpes,38
1395,1995-01-01,2020-12-23,Premium,Grand Est,54
1396,2005-03-28,2025-08-12,Standard,Nouvelle-Aquitaine,17
1397,2001-11-29,2020-04-17,Standard,Grand Est,67
1398,1960-11-26,2012-03-15,Standard,Normandie,50
1399,1994-03-12,2014-03-22,Premium,Nouvelle-Aquitaine,19
1400,1963-01-12,1981-07-24,Standard,Auvergne-Rhône-Alpes,42
1401,1983-07-18,2003-03-31,Premium,Pays de la Loire,44
1402,1987-10-02,2015-11-28,Pro,Centre-Val de Loire,18
1403,1981-10-17,2003-06-17,Premium,Nouvelle-Aquitaine,33
1404,2003-10-29,2023-11-02,Standard,Île-de-France,75
1405,1963-02-08,1991-06-15,Standard,Hauts-de-France,59
1406,1957-06-25,2017-11-18,Pro,Pays de la Loire,44
1407,1985-10-02,2011-08-12,Pro,Grand Est,54
1408,2005-08-03,2024-05-06,Standard,Nouvelle-Aquitaine,87
1409,2006-04-10,2026-01-21,Pro,Nouvelle-Aquitaine,64
1410,2000-11-05,2026-03-19,Premium,Nouvelle-Aquitaine,33
1411,1952-04-04,1981-12-05,Pro,Grand Est,57
1412,1973-05-14,2014-08-30,Pro,Normandie,14
1413,1951-05-25,2007-06-26,Standard,Île-de-France,93
1414,1963-03-31,1992-12-02,Pro,Provence-Alpes-Côte d'Azur,13
1415,1981-08-04,2008-06-25,Pro,Bretagne,35
1416,2004-12-24,2025-08-14,Premium,Bourgogne-Franche-Comté,25
1417,1973-06-02,2003-10-26,Pro,Nouvelle-Aquitaine,87
1418,1950-08-20,1982-05-31,Pro,Île-de-France,78
1419,1975-12-09,2019-09-12,Standard,Île-de-France,93
1420,1947-04-06,2006-10-27,Pro,Occitanie,31
1421,1978-10-12,1998-05-25,Pro,Île-de-France,94
1422,2001-01-19,2024-01-16,Pro,Provence-Alpes-Côte d'Azur,13
1423,1978-05-09,2016-04-30,Standard,Nouvelle-Aquitaine,17
1424,1979-09-28,2017-07-02,Standard,Bourgogne-Franche-Comté,71
1425,1955-06-12,1976-09-01,Standard,Île-de-France,91
1426,1952-08-15,1987-05-05,Pro,Nouvelle-Aquitaine,33
1427,1975-02-23,2014-06-09,Premium,Île-de-France,78
1428,1986-10-01,2024-03-18,Premium,Grand Est,52
1429,1965-12-22,1996-06-20,Standard,Hauts-de-France,60
1430,1946-03-29,2008-09-19,Standard,Nouvelle-Aquitaine,33
1431,1970-11-23,2006-03-28,Standard,Hauts-de-France,02
1432,1971-02-19,2013-04-21,Pro,Normandie,27
1433,1965-09-29,2014-01-29,Pro,Île-de-France,75
1434,1956-03-20,2004-05-13,Standard,Nouvelle-Aquitaine,17
1435,1975-10-13,2004-10-09,Standard,Bretagne,35
1436,1966-08-29,1987-11-09,Standard,Île-de-France,91
1437,1950-08-24,2003-03-14,Pro,Pays de la Loire,72
1438,1971-03-06,1996-02-14,Standard,Bourgogne-Franche-Comté,21
1439,1986-10-22,2013-03-21,Standard,Centre-Val de Loire,28
1440,1954-12-20,1986-07-25,Pro,Île-de-France,78
1441,1991-05-01,2018-12-15,Standard,Nouvelle-Aquitaine,87
1442,1991-10-29,2019-01-06,Standard,Occitanie,65
1443,1946-01-30,1971-12-03,Premium,Île-de-France,95
1444,1981-01-07,2024-10-28,Premium,Pays de la Loire,44
1445,1959-06-07,1980-04-27,Pro,Occitanie,34
1446,1988-10-28,2010-04-25,Standard,Île-de-France,92
1447,2006-01-06,2025-02-20,Pro,Provence-Alpes-Côte d'Azur,06
1448,1968-01-23,2008-02-21,Standard,Île-de-France,94
1449,1961-05-04,2022-11-30,Standard,Nouvelle-Aquitaine,33
1450,2006-06-10,2025-02-02,Standard,Hauts-de-France,62
1451,2000-02-18,2025-03-05,Pro,Bretagne,35
1452,1990-07-27,2026-01-27,Standard,Centre-Val de Loire,37
1453,1996-12-23,2024-11-19,Standard,Auvergne-Rhône-Alpes,69
1454,1986-06-05,2016-12-17,Standard,Île-de-France,75
1455,1982-04-27,2007-04-09,Pro,Bretagne,35
1456,1952-05-12,1975-11-11,Pro,Nouvelle-Aquitaine,17
1457,1956-10-11,2001-01-09,Pro,Île-de-France,77
1458,2008-02-13,2026-03-19,Pro,Provence-Alpes-Côte d'Azur,06
1459,1972-07-06,2008-06-05,Pro,Hauts-de-France,59
1460,1989-02-25,2009-09-13,Pro,Pays de la Loire,44
1461,1960-05-22,1999-05-02,Standard,Île-de-France,75
1462,1981-09-18,2024-03-11,Standard,Hauts-de-France,62
1463,1991-05-05,2013-06-19,Premium,Centre-Val de Loire,18
1464,1946-12-17,2010-04-17,Pro,Île-de-France,77
1465,2000-02-10,2021-01-12,Standard,Nouvelle-Aquitaine,16
1466,1991-03-13,2023-06-19,Premium,Pays de la Loire,44
1467,1992-12-18,2024-03-26,Premium,Île-de-France,75
1468,1949-04-16,2020-03-07,Pro,Hauts-de-France,59
1469,1963-04-12,1991-08-07,Standard,Centre-Val de Loire,41
1470,1948-11-13,1973-11-03,Standard,Île-de-France,78
1471,1953-03-15,2005-01-30,Standard,Île-de-France,75
1472,1973-07-22,1997-05-26,Pro,Nouvelle-Aquitaine,33
1473,2003-02-15,2023-07-19,Pro,Occitanie,09
1474,1972-07-19,1997-03-21,Standard,Île-de-France,75
1475,1982-10-19,2003-02-28,Pro,Nouvelle-Aquitaine,64
1476,1946-09-28,2012-04-04,Premium,Occitanie,30
1477,1985-04-27,2024-08-15,Standard,Île-de-France,94
1478,1953-06-27,2010-10-04,Standard,Hauts-de-France,59
1479,1981-10-22,2024-03-06,Pro,Île-de-France,77
1480,1964-10-05,2006-03-06,Pro,Bretagne,56
1481,1959-12-03,1984-06-21,Pro,Normandie,76
1482,1963-01-07,2007-12-07,Standard,Occitanie,31
1483,1966-02-06,2019-09-16,Pro,Île-de-France,94
1484,1998-05-12,2018-09-18,Standard,Grand Est,57
1485,1994-09-05,2012-12-30,Standard,Pays de la Loire,72
1486,1949-08-26,1983-02-15,Premium,Île-de-France,93
1487,1980-12-13,2024-08-31,Pro,Occitanie,34
1488,1945-06-10,2009-07-03,Premium,Hauts-de-France,80
1489,1959-08-23,1985-03-28,Premium,Grand Est,55
1490,2007-03-10,2026-03-17,Standard,Île-de-France,95
1491,1950-05-02,2003-07-12,Pro,Normandie,76
1492,1993-01-11,2023-10-02,Pro,Provence-Alpes-Côte d'Azur,13
1493,1986-06-17,2024-02-25,Standard,Occitanie,31
1494,1966-01-02,1991-06-22,Pro,Nouvelle-Aquitaine,19
1495,1975-05-03,2017-10-15,Pro,Hauts-de-France,60
1496,1956-06-17,2017-07-05,Pro,Grand Est,08
1497,1946-04-02,1988-08-18,Pro,Bretagne,35
1498,2001-04-01,2021-11-24,Standard,Grand Est,57
1499,1950-06-03,1985-08-09,Pro,Grand Est,67
1500,1959-11-02,2016-02-13,Pro,Île-de-France,77
1501,1976-09-07,2018-06-11,Pro,Nouvelle-Aquitaine,33
1502,1983-11-06,2025-06-20,Pro,Île-de-France,91
1503,1996-11-23,2015-12-14,Standard,Grand Est,08
1504,2006-06-26,2024-07-24,Pro,Bourgogne-Franche-Comté,21
1505,1992-12-20,2013-08-24,Standard,Île-de-France,92
1506,1947-03-09,2021-11-22,Standard,Occitanie,32
1507,1963-08-18,1986-08-30,Standard,Auvergne-Rhône-Alpes,01
1508,1994-08-23,2017-01-26,Standard,Nouvelle-Aquitaine,87
1509,2003-07-19,2026-03-16,Standard,Pays de la Loire,49
1510,1974-07-30,1994-08-15,Premium,Normandie,61
1511,1980-10-29,2025-08-02,Pro,Auvergne-Rhône-Alpes,26
1512,1973-06-16,1996-01-04,Standard,Auvergne-Rhône-Alpes,63
1513,1951-08-12,1982-04-20,Premium,Occitanie,34
1514,1985-02-19,2014-06-01,Pro,Île-de-France,75
1515,1961-04-29,2011-07-05,Pro,Auvergne-Rhône-Alpes,38
1516,1967-04-29,2016-10-14,Standard,Pays de la Loire,44
1517,1977-06-13,2018-04-25,Standard,Grand Est,68
1518,1995-02-21,2021-01-13,Standard,Île-de-France,75
1519,1958-12-19,1981-05-20,Standard,Occitanie,34
1520,1977-11-13,2017-07-20,Standard,Grand Est,68
1521,1988-12-26,2013-05-19,Standard,Grand Est,54
1522,1958-11-18,2015-10-03,Standard,Île-de-France,77
1523,1953-07-02,2003-10-23,Premium,Auvergne-Rhône-Alpes,26
1524,1974-06-30,1997-03-27,Standard,Pays de la Loire,49
1525,2001-04-17,2021-12-06,Standard,Auvergne-Rhône-Alpes,69
1526,1985-05-20,2019-07-22,Pro,Provence-Alpes-Côte d'Azur,13
1527,1997-10-31,2022-04-09,Standard,Centre-Val de Loire,41
1528,1994-11-10,2015-06-02,Standard,Auvergne-Rhône-Alpes,69
1529,1954-03-20,1997-05-15,Pro,Grand Est,88
1530,1954-09-15,2021-08-08,Standard,Île-de-France,93
1531,2001-03-29,2019-12-28,Pro,Nouvelle-Aquitaine,24
1532,2002-11-11,2023-07-22,Standard,Auvergne-Rhône-Alpes,42
1533,1953-05-24,1995-09-30,Pro,Grand Est,52
1534,1963-11-19,2013-10-04,Standard,Auvergne-Rhône-Alpes,26
1535,1965-09-17,2005-06-30,Standard,Normandie,27
1536,1970-11-29,2008-01-09,Premium,Normandie,76
1537,1982-03-04,2018-05-27,Pro,Centre-Val de Loire,36
1538,1958-07-13,1988-03-10,Premium,Île-de-France,91
1539,1958-01-13,2017-05-07,Standard,Auvergne-Rhône-Alpes,38
1540,1948-06-09,2013-08-13,Standard,Normandie,27
1541,1961-08-18,2023-07-03,Premium,Pays de la Loire,72
1542,1959-09-05,2015-11-09,Standard,Grand Est,88
1543,1967-08-15,2008-10-05,Standard,Provence-Alpes-Côte d'Azur,13
1544,2002-10-13,2024-11-24,Pro,Hauts-de-France,59
1545,1983-06-11,2012-10-06,Premium,Bretagne,56
1546,1970-09-04,1997-08-05,Standard,Bourgogne-Franche-Comté,25
1547,2001-12-08,2022-12-15,Standard,Bretagne,56
1548,1972-12-07,2017-09-02,Premium,Provence-Alpes-Côte d'Azur,83
1549,1962-06-03,2016-07-23,Standard,Grand Est,67
1550,1947-09-19,2003-10-02,Premium,Auvergne-Rhône-Alpes,73
1551,1965-06-19,1986-06-06,Pro,Île-de-France,93
1552,1960-08-22,2003-07-17,Premium,Pays de la Loire,49
1553,1955-08-18,1989-01-07,Premium,Pays de la Loire,49
1554,1963-03-11,2008-07-07,Standard,Grand Est,57
1555,1962-01-29,2006-09-22,Standard,Occitanie,66
1556,1955-06-05,1976-05-05,Standard,Grand Est,10
1557,2004-04-12,2026-02-05,Pro,Grand Est,67
1558,1955-01-15,2020-11-17,Premium,Normandie,76
1559,2004-04-16,2022-09-19,Premium,Occitanie,66
1560,1994-05-10,2016-10-25,Standard,Centre-Val de Loire,41
1561,1971-08-13,2019-08-28,Standard,Auvergne-Rhône-Alpes,26
1562,1962-04-19,2006-01-28,Pro,Auvergne-Rhône-Alpes,69
1563,1992-05-13,2010-12-10,Pro,Île-de-France,75
1564,1953-01-06,2010-01-05,Pro,Centre-Val de Loire,36
1565,1969-12-13,2006-09-14,Pro,Provence-Alpes-Côte d'Azur,13
1566,1991-06-16,2024-08-21,Pro,Normandie,50
1567,1987-04-30,2006-08-26,Pro,Île-de-France,95
1568,1956-08-07,1994-01-16,Standard,Île-de-France,93
1569,1957-10-07,1994-01-28,Standard,Occitanie,31
1570,1953-10-28,1975-09-13,Standard,Auvergne-Rhône-Alpes,69
1571,1998-11-09,2021-12-09,Pro,Occitanie,31
1572,1984-10-10,2023-07-28,Pro,Bretagne,35
1573,1982-08-08,2014-06-10,Pro,Nouvelle-Aquitaine,87
1574,1951-06-20,1979-10-17,Premium,Bourgogne-Franche-Comté,25
1575,1952-09-25,2021-01-31,Pro,Auvergne-Rhône-Alpes,42
1576,1990-11-02,2018-03-17,Standard,Île-de-France,95
1577,1967-06-26,2006-01-17,Premium,Grand Est,51
1578,1985-10-22,2010-01-12,Standard,Île-de-France,93
1579,1974-03-30,2002-04-24,Pro,Occitanie,12
1580,1954-09-05,1983-02-18,Standard,Provence-Alpes-Côte d'Azur,13
1581,2003-09-21,2023-04-04,Premium,Grand Est,51
1582,1964-05-28,2003-08-18,Premium,Centre-Val de Loire,28
1583,1951-08-09,1973-09-24,Pro,Auvergne-Rhône-Alpes,01
1584,1973-02-25,2004-03-11,Pro,Bretagne,29
1585,1984-01-21,2025-02-10,Standard,Grand Est,57
1586,2002-09-26,2024-04-19,Standard,Normandie,14
1587,1997-12-03,2015-12-20,Pro,Occitanie,82
1588,1964-01-13,2003-01-11,Pro,Centre-Val de Loire,45
1589,1971-05-23,2013-01-08,Standard,Hauts-de-France,80
1590,1958-05-05,2005-09-28,Pro,Île-de-France,93
1591,1954-01-15,2013-10-10,Pro,Île-de-France,78
1592,1986-03-18,2024-06-17,Standard,Pays de la Loire,44
1593,1976-07-10,2007-01-18,Pro,Île-de-France,78
1594,1951-03-20,2017-06-06,Premium,Auvergne-Rhône-Alpes,01
1595,1987-06-19,2021-09-15,Pro,Hauts-de-France,59
1596,1958-02-22,1996-05-22,Standard,Provence-Alpes-Côte d'Azur,83
1597,1972-08-01,2019-04-26,Premium,Hauts-de-France,59
1598,1965-12-09,1995-09-07,Pro,Bourgogne-Franche-Comté,21
1599,1955-09-18,2013-08-29,Premium,Auvergne-Rhône-Alpes,38
1600,2006-12-27,2026-01-08,Standard,Bretagne,22
1601,1958-10-24,2024-07-17,Standard,Île-de-France,75
1602,1982-05-16,2015-08-02,Pro,Auvergne-Rhône-Alpes,69
1603,1957-11-05,2002-02-18,Pro,Île-de-France,95
1604,1983-11-09,2007-06-28,Standard,Pays de la Loire,44
1605,1968-09-11,2019-12-27,Standard,Île-de-France,91
1606,2000-10-28,2026-02-02,Standard,Bourgogne-Franche-Comté,89
1607,1970-07-21,2002-12-11,Pro,Normandie,14
1608,1997-08-12,2016-07-25,Pro,Auvergne-Rhône-Alpes,38
1609,1952-05-24,2003-05-09,Standard,Hauts-de-France,59
1610,1977-12-08,2025-02-22,Pro,Île-de-France,78
1611,1984-09-30,2009-10-08,Standard,Bretagne,35
1612,1945-10-31,1990-02-03,Premium,Île-de-France,92
1613,1988-04-24,2011-12-20,Premium,Provence-Alpes-Côte d'Azur,13
1614,1975-11-03,2012-01-01,Standard,Auvergne-Rhône-Alpes,74
1615,1979-11-24,2009-12-14,Premium,Provence-Alpes-Côte d'Azur,05
1616,1968-01-07,2019-01-08,Premium,Occitanie,81
1617,1973-07-19,2011-06-13,Standard,Bretagne,22
1618,1971-03-09,1992-02-07,Pro,Provence-Alpes-Côte d'Azur,83
1619,1969-01-16,2010-02-24,Premium,Nouvelle-Aquitaine,23
1620,1989-07-20,2010-10-13,Standard,Bourgogne-Franche-Comté,89
1621,1973-08-15,2017-04-25,Premium,Nouvelle-Aquitaine,79
1622,1989-06-10,2007-09-12,Standard,Provence-Alpes-Côte d'Azur,13
1623,1968-04-30,2006-10-21,Standard,Provence-Alpes-Côte d'Azur,06
1624,2003-02-25,2021-10-11,Premium,Pays de la Loire,49
1625,1977-11-16,2004-03-25,Pro,Auvergne-Rhône-Alpes,26
1626,1990-07-04,2026-02-14,Standard,Nouvelle-Aquitaine,40
1627,1961-01-14,1982-03-11,Pro,Provence-Alpes-Côte d'Azur,83
1628,1999-06-03,2021-01-10,Premium,Occitanie,65
1629,1972-06-18,2020-05-02,Pro,Île-de-France,94
1630,1956-01-02,2003-03-16,Standard,Grand Est,08
1631,1998-10-14,2025-08-26,Standard,Provence-Alpes-Côte d'Azur,06
1632,1981-09-28,2009-05-02,Premium,Auvergne-Rhône-Alpes,38
1633,1992-12-26,2022-08-18,Premium,Île-de-France,78
1634,1985-03-31,2016-09-06,Pro,Normandie,14
1635,1993-06-01,2019-02-12,Standard,Île-de-France,78
1636,1985-12-10,2016-12-12,Pro,Île-de-France,95
1637,1989-09-03,2013-08-29,Standard,Grand Est,57
1638,1951-11-09,2015-05-05,Premium,Hauts-de-France,60
1639,1957-08-30,2013-05-20,Pro,Île-de-France,95
1640,1972-12-12,2008-01-02,Pro,Provence-Alpes-Côte d'Azur,83
1641,1974-09-14,2007-12-23,Standard,Bourgogne-Franche-Comté,71
1642,1982-03-02,2024-12-11,Pro,Normandie,14
1643,2006-04-15,2026-04-04,Standard,Occitanie,30
1644,1996-01-17,2014-07-18,Pro,Bourgogne-Franche-Comté,39
1645,1959-06-08,2012-04-19,Pro,Centre-Val de Loire,37
1646,1998-12-24,2017-01-31,Standard,Provence-Alpes-Côte d'Azur,83
1647,1993-06-04,2014-12-17,Pro,Bretagne,56
1648,1999-04-25,2024-11-21,Pro,Occitanie,66
1649,1991-03-11,2012-03-27,Standard,Bretagne,56
1650,2006-08-18,2024-12-14,Standard,Grand Est,68
1651,2000-03-30,2018-06-06,Pro,Occitanie,11
1652,2004-09-20,2024-02-01,Standard,Grand Est,57
1653,1961-02-14,2021-10-22,Premium,Provence-Alpes-Côte d'Azur,13
1654,1951-05-31,2018-11-16,Pro,Grand Est,57
1655,1946-02-14,2025-06-11,Pro,Auvergne-Rhône-Alpes,69
1656,1998-10-26,2021-07-29,Standard,Auvergne-Rhône-Alpes,74
1657,1960-07-04,2024-03-17,Pro,Centre-Val de Loire,37
1658,2003-07-31,2021-12-10,Standard,Normandie,50
1659,1979-07-18,2006-06-22,Premium,Auvergne-Rhône-Alpes,42
1660,1965-09-02,2013-08-27,Premium,Auvergne-Rhône-Alpes,01
1661,2003-01-16,2023-08-22,Standard,Centre-Val de Loire,28
1662,1963-03-22,2022-10-06,Premium,Pays de la Loire,49
1663,1953-01-17,2010-10-24,Standard,Grand Est,67
1664,1995-11-14,2026-04-04,Standard,Bretagne,56
1665,1968-03-03,2012-02-18,Premium,Provence-Alpes-Côte d'Azur,13
1666,1955-09-28,1996-04-03,Pro,Normandie,14
1667,1963-03-24,2016-09-01,Pro,Pays de la Loire,53
1668,1999-09-16,2020-08-11,Pro,Occitanie,66
1669,1953-11-21,1979-02-01,Standard,Normandie,14
1670,2007-02-25,2025-05-31,Pro,Pays de la Loire,44
1671,1973-08-22,2013-11-05,Pro,Île-de-France,93
1672,1981-12-08,2022-02-05,Pro,Nouvelle-Aquitaine,23
1673,1950-06-21,2018-03-27,Standard,Île-de-France,78
1674,1949-03-21,1974-04-22,Pro,Pays de la Loire,72
1675,2005-11-26,2025-12-08,Standard,Bourgogne-Franche-Comté,71
1676,1949-09-23,1988-04-15,Premium,Hauts-de-France,59
1677,1961-01-15,2016-02-10,Pro,Grand Est,51
1678,2005-04-04,2025-05-29,Standard,Hauts-de-France,60
1679,2008-03-15,2026-03-17,Standard,Île-de-France,78
1680,2002-11-29,2024-01-07,Standard,Centre-Val de Loire,41
1681,2004-08-23,2025-05-13,Premium,Bretagne,35
1682,1969-09-14,1997-08-01,Standard,Nouvelle-Aquitaine,47
1683,2005-08-22,2024-03-26,Pro,Hauts-de-France,59
1684,1986-03-27,2013-01-26,Standard,Hauts-de-France,59
1685,1990-12-28,2023-11-08,Pro,Île-de-France,75
1686,1959-04-22,1993-09-04,Pro,Nouvelle-Aquitaine,33
1687,1982-04-26,2006-10-15,Standard,Hauts-de-France,59
1688,1989-12-20,2015-04-30,Pro,Bourgogne-Franche-Comté,58
1689,1970-12-26,1995-09-01,Pro,Grand Est,08
1690,1971-08-30,2017-09-19,Premium,Provence-Alpes-Côte d'Azur,84
1691,1959-01-10,1982-01-19,Pro,Hauts-de-France,62
1692,1968-08-08,1987-06-16,Pro,Île-de-France,95
1693,1986-06-17,2010-02-26,Pro,Nouvelle-Aquitaine,24
1694,1996-11-24,2022-03-29,Premium,Occitanie,11
1695,2007-07-10,2025-12-01,Premium,Pays de la Loire,44
1696,1963-11-20,1983-10-06,Premium,Hauts-de-France,62
1697,1960-09-08,1984-10-14,Premium,Nouvelle-Aquitaine,17
1698,1971-10-23,1999-08-30,Premium,Île-de-France,94
1699,1970-01-27,2022-05-25,Standard,Île-de-France,91
1700,1961-08-09,2012-10-22,Premium,Auvergne-Rhône-Alpes,42
1701,1970-12-09,1992-08-21,Standard,Occitanie,34
1702,1986-02-12,2020-02-08,Premium,Provence-Alpes-Côte d'Azur,13
1703,1997-01-24,2019-09-07,Standard,Provence-Alpes-Côte d'Azur,06
1704,1998-11-21,2024-01-01,Standard,Centre-Val de Loire,45
1705,1979-11-17,2015-09-10,Pro,Nouvelle-Aquitaine,64
1706,1959-12-23,1992-04-15,Pro,Nouvelle-Aquitaine,33
1707,2005-10-07,2024-09-27,Pro,Bretagne,29
1708,2000-05-09,2021-07-10,Pro,Bourgogne-Franche-Comté,21
1709,1946-05-11,2019-08-02,Pro,Normandie,61
1710,1954-10-24,1975-03-29,Standard,Auvergne-Rhône-Alpes,38
1711,1995-04-19,2022-09-06,Premium,Hauts-de-France,59
1712,1962-12-04,1982-09-20,Pro,Île-de-France,95
1713,1997-06-18,2016-04-05,Standard,Nouvelle-Aquitaine,17
1714,1976-02-20,1997-09-04,Premium,Bourgogne-Franche-Comté,70
1715,2005-04-13,2025-01-13,Pro,Nouvelle-Aquitaine,79
1716,1966-11-12,1986-04-29,Standard,Normandie,76
1717,2002-09-04,2023-01-30,Pro,Nouvelle-Aquitaine,17
1718,1975-05-19,2000-03-29,Standard,Auvergne-Rhône-Alpes,74
1719,1992-04-27,2019-03-05,Premium,Grand Est,54
1720,1976-11-09,2021-01-29,Pro,Bretagne,35
1721,1973-11-10,2006-06-05,Pro,Nouvelle-Aquitaine,16
1722,1972-09-16,1991-09-13,Standard,Occitanie,30
1723,1959-12-05,1993-07-28,Pro,Auvergne-Rhône-Alpes,07
1724,2003-09-14,2023-04-21,Standard,Bretagne,29
1725,1971-04-14,2015-04-11,Pro,Île-de-France,75
1726,1950-01-29,2025-04-17,Premium,Pays de la Loire,85
1727,1964-08-17,1989-01-16,Pro,Hauts-de-France,62
1728,1960-11-15,1985-06-08,Standard,Pays de la Loire,44
1729,1972-11-28,2009-03-01,Standard,Grand Est,68
1730,1985-10-03,2021-02-15,Pro,Provence-Alpes-Côte d'Azur,84
1731,2007-03-30,2026-03-16,Standard,Provence-Alpes-Côte d'Azur,83
1732,1946-10-21,1984-08-14,Standard,Bourgogne-Franche-Comté,25
1733,1999-10-17,2025-09-22,Pro,Grand Est,10
1734,1973-03-26,2003-03-30,Standard,Auvergne-Rhône-Alpes,38
1735,1962-02-16,2003-05-14,Standard,Nouvelle-Aquitaine,64
1736,1986-05-28,2008-02-03,Pro,Provence-Alpes-Côte d'Azur,83
1737,1949-01-19,1971-10-28,Standard,Normandie,14
1738,1987-02-25,2022-12-05,Standard,Auvergne-Rhône-Alpes,38
1739,1982-01-06,2017-10-29,Pro,Occitanie,34
1740,1962-12-04,2011-06-16,Premium,Grand Est,52
1741,1967-08-02,1993-09-14,Premium,Auvergne-Rhône-Alpes,42
1742,1951-10-22,2003-12-21,Premium,Provence-Alpes-Côte d'Azur,13
1743,1959-04-10,2023-09-08,Premium,Nouvelle-Aquitaine,86
1744,1981-05-01,2024-02-14,Pro,Nouvelle-Aquitaine,64
1745,1983-10-14,2016-09-16,Pro,Grand Est,57
1746,1958-01-01,1984-11-08,Standard,Île-de-France,93
1747,1983-11-14,2016-09-07,Standard,Île-de-France,78
1748,1954-12-20,2007-10-04,Standard,Occitanie,31
1749,1963-06-05,2002-12-22,Standard,Grand Est,57
1750,1992-07-23,2025-01-17,Pro,Normandie,50
1751,1964-07-29,1993-04-03,Standard,Provence-Alpes-Côte d'Azur,84
1752,1975-04-09,1997-03-31,Pro,Île-de-France,94
1753,1949-08-05,2004-04-18,Pro,Île-de-France,92
1754,2007-12-31,2026-03-05,Standard,Normandie,14
1755,2006-07-25,2025-07-03,Standard,Hauts-de-France,02
1756,1990-04-21,2020-06-03,Pro,Hauts-de-France,59
1757,1971-02-24,2006-04-16,Premium,Pays de la Loire,44
1758,1993-09-13,2017-01-24,Standard,Île-de-France,78
1759,1983-10-30,2021-08-06,Premium,Occitanie,30
1760,1979-05-09,2018-06-17,Pro,Provence-Alpes-Côte d'Azur,84
1761,1978-07-26,2015-10-18,Premium,Centre-Val de Loire,37
1762,1973-09-08,2012-10-03,Standard,Normandie,50
1763,1987-08-04,2011-10-12,Premium,Centre-Val de Loire,18
1764,1972-04-23,2009-03-03,Premium,Grand Est,54
1765,1947-12-10,2017-01-08,Standard,Île-de-France,75
1766,1996-05-15,2019-01-08,Standard,Île-de-France,91
1767,1995-10-09,2025-01-30,Standard,Occitanie,11
1768,1999-02-19,2020-09-08,Standard,Île-de-France,93
1769,1994-01-16,2013-06-25,Pro,Occitanie,32
