contact_id,sinistre_id,client_id,date_contact,canal,motif_contact,temps_attente_sec,nb_transferts,duree_traitement_min,resolution_premier_contact,escalade,satisfaction_score,nb_contacts_precedents
3041,202501387,4262,2026-01-05,telephone,relance_dossier,152,0,7,oui,non,5,0
3042,202601115,1598,2026-04-15,telephone,relance_dossier,301,0,8,oui,non,4,4
3043,202501878,3651,2026-02-07,visite,reclamation_delai,19,0,7,non,non,3,4
3044,202500074,223,2025-12-26,telephone,contestation_indemnisation,452,2,6,non,oui,1,0
3045,202600436,2101,2026-02-20,mail,piece_manquante,457,3,6,oui,oui,2,0
3046,202601602,1297,2026-04-11,visite,demande_avancement,237,0,6,oui,non,5,3
3047,202601418,4252,2026-04-20,mail,relance_dossier,609,3,5,oui,non,2,1
3048,202500168,1702,2026-02-07,mail,reclamation_delai,771,2,7,oui,oui,1,1
3049,202501348,3331,2025-11-16,telephone,demande_avancement,748,0,10,oui,non,3,0
3050,202501797,4978,2025-10-13,telephone,contestation_indemnisation,812,2,8,oui,oui,1,3
3051,202500116,2863,2026-02-16,visite,relance_dossier,230,1,6,oui,non,5,5
3052,202501022,2919,2026-04-05,telephone,reclamation_delai,628,0,5,oui,non,2,3
3053,202401398,842,2024-12-01,mail,piece_manquante,478,1,6,oui,non,4,4
3054,202600053,2298,2026-02-06,telephone,demande_avancement,15,0,4,non,non,4,3
3055,202600246,491,2026-03-15,telephone,declaration_sinistre,739,1,7,non,oui,1,1
3056,202501535,4426,2025-10-26,mail,demande_avancement,882,2,25,oui,non,2,4
3057,202601988,767,2026-04-18,telephone,relance_dossier,74,1,1,non,oui,3,2
3058,202500111,2115,2025-07-25,telephone,expertise,157,0,3,non,oui,3,4
3059,202501350,4349,2026-01-15,telephone,contestation_indemnisation,703,2,8,oui,non,1,5
3060,202500756,3416,2026-02-02,telephone,relance_dossier,22,3,6,oui,oui,3,5
3061,202500990,1982,2025-10-30,telephone,declaration_sinistre,435,3,8,non,oui,1,3
3062,202600139,2434,2026-04-21,mail,relance_dossier,539,1,8,non,non,3,5
3063,202600499,517,2026-04-03,mail,declaration_sinistre,456,3,3,non,non,2,5
3064,202501315,4618,2026-04-07,telephone,demande_avancement,380,2,8,non,oui,1,4
3065,202600974,2627,2026-04-19,mail,piece_manquante,240,2,7,non,oui,2,4
3066,202500305,4719,2026-03-25,telephone,piece_manquante,422,2,10,non,non,2,3
3067,202501210,4612,2025-09-18,telephone,reclamation_delai,185,0,2,oui,non,4,3
3068,202500110,981,2026-01-29,mail,declaration_sinistre,315,0,6,non,oui,2,5
3069,202501306,582,2026-03-17,telephone,contestation_indemnisation,722,3,5,oui,oui,1,5
3070,202601515,3055,2026-02-14,mail,demande_avancement,830,1,10,non,oui,1,2
3071,202500847,2712,2026-01-21,telephone,declaration_sinistre,31,3,8,oui,oui,3,0
3072,202500634,1547,2025-07-06,telephone,contestation_indemnisation,778,1,9,oui,non,2,2
3073,202601707,2955,2026-03-27,mail,reclamation_delai,421,2,3,non,oui,1,2
3074,202501944,4211,2026-02-17,visite,declaration_sinistre,167,2,7,oui,non,4,2
3075,202501793,1402,2026-02-11,telephone,contestation_indemnisation,516,3,3,oui,non,2,0
3076,202600224,1044,2026-03-12,telephone,relance_dossier,819,1,10,oui,non,3,2
3077,202601658,2800,2026-03-24,telephone,piece_manquante,10,0,7,non,non,4,4
3078,202401215,4510,2025-12-07,mail,demande_avancement,707,0,7,oui,non,3,3
3079,202500578,2277,2026-01-25,mail,reclamation_delai,773,2,4,oui,oui,1,1
3080,202500960,1582,2025-12-27,mail,declaration_sinistre,795,2,8,oui,non,2,5
3081,202601768,3818,2026-03-12,mail,relance_dossier,693,3,7,oui,non,2,3
3082,202300428,3265,2024-03-02,mail,piece_manquante,431,2,3,oui,non,3,1
3083,202500189,1427,2026-02-06,telephone,relance_dossier,189,0,8,non,oui,3,2
3084,202500055,1093,2026-02-24,mail,declaration_sinistre,209,2,6,oui,oui,3,3
3085,202501726,1811,2026-02-05,telephone,demande_avancement,561,0,6,non,oui,2,5
3086,202601244,510,2026-04-21,mail,reclamation_delai,756,0,5,oui,non,2,4
3087,202500982,3966,2025-12-06,mail,declaration_sinistre,329,0,4,oui,non,4,5
3088,202600129,3586,2026-03-29,mail,expertise,140,3,5,oui,oui,3,0
3089,202601838,2309,2026-04-21,mail,declaration_sinistre,196,2,6,non,oui,2,0
3090,202501604,1447,2025-11-05,telephone,relance_dossier,576,2,8,oui,non,3,2
3091,202601747,4710,2026-04-20,telephone,demande_avancement,722,2,15,non,oui,1,4
3092,202501542,1233,2026-01-28,telephone,incomprehension_garantie,305,3,7,non,oui,1,0
3093,202500960,1582,2026-02-21,telephone,contestation_indemnisation,854,3,2,non,non,1,5
3094,202601244,510,2026-04-21,telephone,piece_manquante,45,0,7,non,non,4,4
3095,202500251,955,2026-02-17,telephone,contestation_indemnisation,489,3,3,oui,oui,1,3
3096,202001917,1199,2021-04-01,telephone,declaration_sinistre,630,1,5,oui,non,3,4
3097,202600354,1280,2026-02-24,mail,demande_avancement,9,2,8,non,oui,2,4
3098,202500250,2263,2026-04-12,telephone,declaration_sinistre,499,0,5,non,oui,2,3
3099,202600997,496,2026-04-18,telephone,demande_avancement,843,0,5,non,non,2,2
3100,202401513,466,2024-11-18,telephone,relance_dossier,623,3,6,non,oui,1,0
3101,202601603,492,2026-02-20,mail,piece_manquante,136,2,30,oui,non,4,1
3102,202501677,4135,2026-02-05,telephone,demande_avancement,846,0,5,oui,non,3,5
3103,202500628,1171,2026-02-15,visite,expertise,832,1,5,oui,non,3,4
3104,202501507,3413,2026-01-14,telephone,contestation_indemnisation,205,3,9,non,oui,1,4
3105,202501148,4532,2026-01-16,mail,piece_manquante,386,1,10,oui,non,4,0
3106,202600170,4349,2026-04-07,telephone,demande_avancement,325,3,5,non,oui,1,3
3107,202501090,570,2026-04-09,mail,relance_dossier,525,2,3,non,oui,1,5
3108,202601729,517,2026-04-16,visite,piece_manquante,298,1,25,oui,non,5,5
3109,202600303,4528,2026-03-02,telephone,expertise,355,2,4,oui,non,3,2
3110,202500308,3106,2026-04-16,telephone,demande_avancement,730,2,8,oui,oui,1,4
3111,202601128,4444,2026-03-07,telephone,demande_avancement,730,1,5,oui,non,3,1
3112,202600787,4570,2026-02-21,telephone,relance_dossier,404,1,6,oui,non,4,5
3113,202501131,1755,2025-11-29,telephone,incomprehension_garantie,586,1,9,non,oui,1,3
3114,202600100,58,2026-03-06,telephone,demande_avancement,387,1,7,oui,non,4,3
3115,202601515,3055,2026-03-23,visite,piece_manquante,863,1,5,oui,non,3,1
3116,202600454,2974,2026-03-20,telephone,relance_dossier,458,1,7,oui,non,4,1
3117,202600621,4642,2026-01-18,mail,relance_dossier,811,2,6,non,oui,1,0
3118,202501752,487,2026-03-01,mail,declaration_sinistre,514,0,7,oui,non,4,5
3119,202500403,2448,2026-01-17,visite,piece_manquante,62,2,7,oui,oui,3,1
3120,202500163,3242,2025-12-23,telephone,demande_avancement,143,0,9,oui,oui,4,0
3121,202500175,1307,2026-02-16,telephone,relance_dossier,631,3,4,non,oui,1,0
3122,202500106,1355,2025-10-25,telephone,expertise,818,3,15,oui,non,2,2
3123,202501793,1402,2026-03-12,visite,reclamation_delai,891,0,4,oui,non,2,0
3124,202500952,3169,2025-07-11,telephone,demande_avancement,894,3,8,non,oui,1,0
3125,202500226,3905,2025-07-16,mail,reclamation_delai,76,3,8,oui,oui,2,0
3126,202500150,1612,2025-10-10,telephone,declaration_sinistre,363,2,10,oui,non,3,0
3127,202501386,3841,2025-06-04,telephone,piece_manquante,33,0,20,oui,non,5,4
3128,202500970,4794,2025-10-03,mail,demande_avancement,820,0,5,oui,non,3,2
3129,202501535,4426,2026-02-15,mail,declaration_sinistre,36,3,8,oui,non,4,4
3130,202601112,1128,2026-03-06,mail,declaration_sinistre,643,0,10,non,oui,1,1
3131,202501737,4737,2025-07-18,mail,expertise,150,2,8,oui,non,4,2
3132,202500308,3106,2026-04-21,mail,declaration_sinistre,560,2,8,non,oui,1,4
3133,202600354,1280,2026-04-17,mail,contestation_indemnisation,15,3,4,oui,non,3,1
3134,202601404,224,2026-04-13,telephone,contestation_indemnisation,20,2,9,oui,non,3,4
3135,202501815,2252,2025-11-09,telephone,demande_avancement,402,1,8,non,oui,2,2
3136,202500835,4115,2025-10-24,mail,piece_manquante,796,3,7,oui,oui,1,0
3137,202601610,1595,2026-04-16,telephone,declaration_sinistre,32,0,8,non,oui,3,4
3138,201500717,2779,2016-03-02,telephone,demande_avancement,800,2,9,oui,oui,1,5
3139,202501353,2192,2026-04-16,telephone,expertise,699,1,4,non,oui,1,4
3140,202501053,67,2025-09-09,telephone,piece_manquante,308,3,4,oui,non,3,2
3141,202500184,3496,2026-01-18,telephone,expertise,459,0,6,non,non,3,0
3142,202501737,4737,2025-07-18,telephone,declaration_sinistre,465,3,7,non,oui,1,5
3143,201600247,2727,2017-03-05,telephone,reclamation_delai,323,1,4,oui,non,3,1
3144,202500594,2668,2026-03-21,telephone,expertise,531,0,8,oui,non,4,2
3145,202500788,4030,2025-11-24,telephone,relance_dossier,558,1,15,oui,non,4,3
3146,202500649,2866,2026-01-05,telephone,expertise,559,1,25,non,non,3,2
3147,202500424,1115,2025-09-16,telephone,demande_avancement,630,1,3,oui,non,3,2
3148,202601504,2207,2026-04-15,telephone,demande_avancement,623,0,6,non,non,2,5
3149,202500182,2753,2025-07-16,mail,declaration_sinistre,557,0,5,oui,non,4,4
3150,202600768,1553,2026-03-22,telephone,declaration_sinistre,31,3,25,oui,non,4,2
3151,202500462,517,2026-02-26,telephone,demande_avancement,537,0,5,oui,oui,3,5
3152,202600785,251,2026-04-18,telephone,expertise,321,0,8,oui,non,4,3
3153,202601450,2134,2026-02-16,mail,piece_manquante,68,3,4,non,oui,2,4
3154,202600604,3818,2026-03-11,telephone,piece_manquante,360,3,9,non,oui,1,3
3155,202601283,4860,2026-03-08,mail,demande_avancement,745,2,9,non,oui,1,5
3156,202501479,575,2026-03-27,mail,relance_dossier,360,1,6,oui,non,4,4
3157,202501408,2151,2025-06-16,telephone,contestation_indemnisation,708,3,2,oui,oui,1,2
3158,202600900,549,2026-04-08,telephone,demande_avancement,547,1,10,non,oui,2,2
3159,202501166,3358,2025-09-21,telephone,incomprehension_garantie,313,3,7,non,oui,1,1
3160,202600090,3127,2026-03-25,mail,piece_manquante,687,3,9,oui,oui,1,0
3161,202501972,3225,2026-03-19,mail,declaration_sinistre,375,3,3,oui,non,3,3
3162,202501383,136,2026-01-27,mail,incomprehension_garantie,599,2,5,non,oui,1,1
3163,202600100,58,2026-02-14,telephone,declaration_sinistre,582,2,5,oui,non,3,0
3164,202500074,223,2025-12-12,mail,declaration_sinistre,520,1,9,oui,non,4,5
3165,202501022,2919,2026-03-05,telephone,expertise,731,3,9,non,oui,1,3
3166,202500389,2485,2026-02-02,telephone,declaration_sinistre,149,3,8,non,oui,2,2
3167,202501308,4329,2026-04-10,mail,expertise,261,0,7,non,non,4,4
3168,202501021,1972,2025-08-21,visite,piece_manquante,111,3,10,non,oui,2,0
3169,202500757,3723,2026-01-26,telephone,contestation_indemnisation,47,3,6,oui,oui,2,5
3170,202500067,2745,2026-03-10,telephone,demande_avancement,511,0,10,non,non,3,2
3171,202600377,2614,2026-03-25,telephone,relance_dossier,448,2,3,oui,non,3,3
3172,202501696,4369,2026-01-31,telephone,demande_avancement,777,0,1,oui,non,3,3
3173,202500074,223,2026-01-12,visite,demande_avancement,69,3,9,oui,non,4,2
3174,202501350,4349,2026-01-04,telephone,declaration_sinistre,642,3,8,non,oui,1,5
3175,202600473,1654,2026-04-06,telephone,relance_dossier,102,0,8,oui,non,5,4
3176,202501387,4262,2025-12-25,mail,declaration_sinistre,13,1,8,non,oui,3,2
3177,202601985,158,2026-04-13,telephone,contestation_indemnisation,877,0,6,oui,non,2,4
3178,202501073,704,2025-08-08,telephone,demande_avancement,229,3,9,oui,non,4,2
3179,202500870,486,2026-04-09,telephone,contestation_indemnisation,435,3,20,oui,oui,1,3
3180,202501402,2640,2026-02-12,telephone,demande_avancement,486,0,8,oui,non,4,1
3181,202500242,4624,2026-02-03,telephone,demande_avancement,466,3,8,non,oui,1,4
3182,202601443,1595,2026-04-11,visite,declaration_sinistre,875,3,10,oui,non,2,2
3183,202501402,2640,2026-02-09,telephone,relance_dossier,715,3,8,oui,oui,1,3
3184,202600236,399,2026-04-05,telephone,relance_dossier,209,2,8,oui,oui,3,1
3185,202501166,3358,2026-01-08,telephone,demande_avancement,864,0,8,non,oui,1,5
3186,202500788,4030,2026-03-30,telephone,contestation_indemnisation,80,1,3,oui,non,4,2
3187,202601361,3823,2026-04-19,telephone,demande_avancement,827,3,6,oui,oui,1,0
3188,202500004,1356,2026-01-01,telephone,piece_manquante,187,0,9,non,oui,3,2
3189,202501148,4532,2025-09-26,telephone,relance_dossier,284,3,7,non,oui,2,4
3190,202601236,1391,2026-04-14,telephone,declaration_sinistre,244,1,5,oui,non,5,4
3191,202501021,1972,2026-04-05,mail,incomprehension_garantie,437,2,9,non,oui,1,0
3192,202500290,4387,2026-03-28,telephone,relance_dossier,667,1,5,non,non,2,3
3193,202500241,1770,2026-02-17,telephone,reclamation_delai,309,2,10,non,oui,1,3
3194,202500338,970,2026-01-16,mail,incomprehension_garantie,212,1,20,oui,non,4,0
3195,202401700,2100,2025-04-23,telephone,demande_avancement,847,3,6,non,oui,1,5
3196,202600363,1610,2026-04-14,visite,relance_dossier,744,2,5,non,oui,1,3
3197,202500370,3646,2026-03-17,mail,expertise,830,1,9,oui,non,3,5
3198,202501248,4751,2025-10-18,mail,demande_avancement,614,0,7,non,oui,1,4
3199,202500475,1493,2025-07-11,telephone,contestation_indemnisation,666,0,6,non,oui,1,0
3200,202501353,2192,2026-03-01,telephone,piece_manquante,133,1,6,oui,oui,4,4
3201,202600581,1028,2026-04-05,telephone,declaration_sinistre,157,0,10,oui,non,5,3
3202,202500405,4367,2025-07-20,visite,piece_manquante,378,3,6,non,oui,1,1
3203,202300428,3265,2023-12-07,telephone,relance_dossier,548,0,7,oui,non,4,0
3204,202500589,1882,2026-02-19,telephone,declaration_sinistre,552,1,6,non,oui,2,4
3205,202500206,4890,2025-12-11,mail,reclamation_delai,608,1,6,non,non,1,5
3206,202500797,3800,2026-02-17,telephone,reclamation_delai,814,2,8,oui,non,1,4
3207,202501737,4737,2025-07-12,telephone,reclamation_delai,97,3,9,oui,non,3,4
3208,202501182,4175,2025-12-17,telephone,demande_avancement,576,2,4,oui,non,3,4
3209,202502000,1827,2026-04-10,mail,declaration_sinistre,491,2,5,oui,oui,2,2
3210,202600857,2459,2026-01-28,mail,demande_avancement,738,1,7,oui,non,3,3
3211,202501047,4548,2026-02-23,mail,piece_manquante,627,1,9,oui,non,3,3
3212,202500594,2668,2025-08-20,visite,incomprehension_garantie,38,1,7,oui,non,4,3
3213,202600088,4860,2026-04-05,mail,piece_manquante,631,0,3,oui,non,3,3
3214,202500654,2766,2025-07-28,telephone,relance_dossier,711,3,20,non,oui,1,5
3215,202601734,2634,2026-04-18,telephone,piece_manquante,58,1,7,oui,non,5,0
3216,202500187,2323,2026-04-02,telephone,contestation_indemnisation,717,1,15,oui,non,2,2
3217,202500163,3242,2026-01-14,telephone,declaration_sinistre,702,1,7,non,non,2,2
3218,202600900,549,2026-04-21,telephone,contestation_indemnisation,77,1,8,oui,non,4,2
3219,202501235,102,2026-04-10,telephone,reclamation_delai,650,0,7,non,non,1,0
3220,202501040,1190,2026-03-18,mail,incomprehension_garantie,512,0,9,oui,non,3,2
3221,202501727,2644,2025-12-20,telephone,incomprehension_garantie,106,3,2,non,non,2,3
3222,202601128,4444,2026-03-27,telephone,declaration_sinistre,221,2,9,oui,non,4,2
3223,202500970,4794,2025-12-10,visite,demande_avancement,148,0,6,non,oui,3,4
3224,202501733,4435,2026-03-13,telephone,relance_dossier,26,3,9,non,oui,2,2
3225,202601074,1119,2026-04-02,telephone,demande_avancement,789,0,7,oui,non,3,5
3226,202500125,3119,2026-04-16,telephone,relance_dossier,384,3,8,non,non,2,4
3227,202601784,3576,2026-04-14,mail,contestation_indemnisation,341,1,8,non,non,2,2
3228,202500675,2104,2025-05-24,telephone,relance_dossier,825,3,5,non,oui,1,0
3229,202600267,802,2026-04-01,mail,expertise,253,1,7,oui,non,5,4
3230,202501923,3383,2026-01-06,telephone,piece_manquante,612,2,2,oui,non,2,4
3231,202500399,2935,2025-12-28,telephone,declaration_sinistre,433,0,20,non,non,3,0
3232,202500338,970,2026-01-03,telephone,declaration_sinistre,334,0,6,oui,non,4,4
3233,202501018,108,2026-01-07,telephone,reclamation_delai,835,3,8,oui,non,1,1
3234,202501977,259,2026-03-08,telephone,contestation_indemnisation,433,3,8,oui,non,2,2
3235,202601835,2588,2026-04-18,telephone,relance_dossier,384,0,9,oui,non,4,0
3236,202500067,2745,2026-04-16,telephone,declaration_sinistre,147,2,6,non,oui,2,0
3237,202501282,921,2025-11-05,telephone,demande_avancement,772,2,7,oui,non,2,3
3238,202501815,2252,2025-10-10,telephone,expertise,800,0,10,non,oui,1,2
3239,202600454,2974,2026-04-08,mail,contestation_indemnisation,851,1,5,oui,oui,1,3
3240,202600940,4821,2026-02-01,telephone,expertise,512,1,7,non,non,3,2
3241,202600139,2434,2026-04-18,mail,demande_avancement,548,2,6,oui,non,3,2
3242,202501240,1609,2026-01-10,telephone,declaration_sinistre,356,2,3,oui,oui,2,5
3243,202600450,1525,2026-04-21,visite,expertise,730,2,4,oui,non,2,2
3244,202501624,2082,2026-04-02,visite,demande_avancement,107,0,4,non,non,4,4
3245,202500029,1908,2026-01-16,mail,demande_avancement,484,3,5,oui,oui,2,5
3246,202501337,3122,2026-04-06,mail,demande_avancement,720,3,9,oui,non,2,3
3247,202600857,2459,2026-04-21,telephone,contestation_indemnisation,186,2,3,oui,non,3,4
3248,202601107,4211,2026-04-17,telephone,declaration_sinistre,652,3,10,oui,non,2,0
3249,202600025,491,2026-04-11,telephone,piece_manquante,527,2,15,non,oui,1,5
3250,202600426,2974,2026-04-10,mail,demande_avancement,615,2,6,oui,non,2,1
3251,202500269,1930,2025-08-04,visite,relance_dossier,846,2,9,non,oui,1,0
3252,202501842,2508,2026-03-27,mail,piece_manquante,605,2,8,oui,non,2,2
3253,202501362,3977,2025-12-02,telephone,relance_dossier,312,3,6,oui,non,3,2
3254,202501874,1561,2026-04-05,telephone,reclamation_delai,622,3,20,oui,non,1,4
3255,202500381,1644,2025-08-04,telephone,demande_avancement,296,2,7,non,non,3,0
3256,202601658,2800,2026-03-30,mail,contestation_indemnisation,560,0,8,non,non,2,5
3257,202501407,2426,2025-10-10,telephone,demande_avancement,261,3,6,non,oui,2,5
3258,202601866,2116,2026-03-30,mail,piece_manquante,111,2,5,non,oui,2,5
3259,202601593,3355,2026-03-31,mail,declaration_sinistre,413,3,7,oui,non,3,2
3260,202600975,573,2026-03-16,telephone,reclamation_delai,761,3,7,oui,oui,1,5
3261,202600546,4121,2026-04-13,visite,expertise,26,3,8,oui,non,4,4
3262,202501018,108,2025-11-20,mail,declaration_sinistre,139,1,8,oui,non,5,2
3263,202601183,959,2026-04-02,telephone,incomprehension_garantie,415,1,2,oui,non,3,2
3264,202500004,1356,2026-01-21,telephone,demande_avancement,322,1,7,oui,non,4,4
3265,202600648,4233,2026-04-03,telephone,demande_avancement,352,0,7,oui,non,4,2
3266,202600139,2434,2026-04-16,telephone,relance_dossier,336,0,15,oui,non,4,2
3267,202500163,3242,2026-03-17,telephone,declaration_sinistre,476,0,10,oui,oui,3,4
3268,202500187,2323,2025-12-29,mail,declaration_sinistre,743,3,8,oui,oui,1,0
3269,202500254,3106,2025-11-07,telephone,piece_manquante,892,0,6,non,non,2,0
3270,202601885,1709,2026-03-21,mail,demande_avancement,44,2,6,non,non,3,2
3271,202600507,4004,2026-04-04,telephone,piece_manquante,897,0,4,non,oui,1,2
3272,202500219,1814,2026-03-20,telephone,piece_manquante,890,1,6,non,oui,1,3
3273,202501665,3588,2026-02-10,mail,declaration_sinistre,631,0,9,oui,non,3,3
3274,202500250,2263,2026-01-21,telephone,demande_avancement,542,2,9,non,oui,1,2
3275,202500313,2089,2026-03-20,telephone,demande_avancement,233,2,20,non,oui,2,0
3276,202500804,2583,2025-08-31,mail,demande_avancement,264,1,6,oui,non,5,3
3277,202501842,2508,2025-12-13,telephone,demande_avancement,677,2,8,non,oui,1,2
3278,202600170,4349,2026-04-04,telephone,reclamation_delai,86,2,3,oui,non,3,1
3279,202500870,486,2025-12-07,telephone,reclamation_delai,129,0,20,non,oui,2,1
3280,202500438,2998,2025-10-05,mail,demande_avancement,415,0,6,oui,non,4,4
3281,202600134,4286,2026-04-16,mail,demande_avancement,152,1,9,non,non,4,0
3282,202201132,3685,2023-07-06,mail,declaration_sinistre,85,1,4,oui,non,5,1
3283,201700561,1499,2018-01-15,mail,declaration_sinistre,97,1,30,non,oui,3,2
3284,202500804,2583,2026-03-28,mail,relance_dossier,51,1,3,oui,non,5,3
3285,202500290,4387,2026-02-24,mail,incomprehension_garantie,519,0,15,oui,non,3,3
3286,202500873,4847,2026-03-14,mail,piece_manquante,715,0,7,oui,non,3,5
3287,202501040,1190,2025-12-08,telephone,contestation_indemnisation,850,3,6,non,oui,1,3
3288,202501348,3331,2025-12-15,mail,relance_dossier,549,0,6,oui,non,4,1
3289,201801060,975,2018-03-11,telephone,incomprehension_garantie,802,1,6,non,non,1,3
3290,202600967,3716,2026-04-14,telephone,piece_manquante,656,3,8,non,oui,1,5
3291,202600197,1709,2026-03-25,telephone,relance_dossier,299,2,9,oui,non,4,3
3292,202500960,1582,2026-03-15,telephone,declaration_sinistre,222,0,1,oui,non,5,2
3293,202500177,1447,2025-12-25,mail,demande_avancement,843,1,5,non,non,2,5
3294,202301512,2521,2024-01-17,telephone,relance_dossier,343,0,10,oui,non,4,1
3295,202501952,2654,2025-11-08,telephone,demande_avancement,529,2,3,oui,oui,2,4
3296,202500137,1674,2025-10-14,telephone,declaration_sinistre,876,0,7,non,non,2,1
3297,202501978,2831,2025-11-01,visite,expertise,498,1,7,non,non,3,5
3298,202400577,4930,2024-08-27,telephone,contestation_indemnisation,665,1,6,oui,non,2,0
3299,202501021,1972,2026-03-08,visite,expertise,880,1,8,non,non,2,5
3300,202600510,1297,2026-03-16,telephone,declaration_sinistre,796,3,5,oui,oui,1,0
3301,202500788,4030,2026-04-01,telephone,expertise,464,3,8,oui,non,3,4
3302,202000393,3504,2021-01-19,telephone,reclamation_delai,847,0,6,non,oui,1,2
3303,202600947,849,2026-04-19,telephone,incomprehension_garantie,326,2,5,oui,oui,1,4
3304,202601109,2961,2026-02-21,telephone,incomprehension_garantie,892,1,7,oui,non,2,4
3305,202501402,2640,2025-10-17,mail,incomprehension_garantie,186,1,5,oui,non,4,4
3306,201900329,2809,2019-12-30,visite,declaration_sinistre,39,1,15,non,oui,3,0
3307,202601988,767,2026-04-19,mail,relance_dossier,102,2,2,non,non,3,3
3308,202601706,4539,2026-04-18,mail,declaration_sinistre,136,2,6,non,oui,2,2
3309,202500192,4101,2025-09-27,telephone,relance_dossier,473,3,6,oui,oui,2,4
3310,202500750,2018,2025-12-06,telephone,expertise,16,3,7,oui,oui,3,2
3311,202401078,3541,2024-03-20,telephone,demande_avancement,255,3,8,oui,oui,3,4
3312,202601835,2588,2026-04-19,mail,demande_avancement,45,0,7,non,oui,3,3
3313,202600426,2974,2026-04-17,mail,reclamation_delai,704,2,7,non,oui,1,3
3314,202600619,2086,2026-04-21,telephone,contestation_indemnisation,836,1,25,non,oui,1,5
3315,202500844,2619,2026-04-03,mail,demande_avancement,82,3,7,oui,non,4,0
3316,202500746,4278,2025-10-14,telephone,relance_dossier,588,1,5,non,non,3,0
3317,202600374,1614,2026-04-15,telephone,piece_manquante,588,3,7,non,oui,1,4
3318,202501029,2594,2026-04-02,visite,declaration_sinistre,377,3,8,oui,non,3,0
3319,202601068,966,2026-04-13,visite,relance_dossier,299,0,8,non,non,4,3
3320,202501321,2288,2025-08-09,telephone,incomprehension_garantie,774,1,6,non,non,1,0
3321,202500125,3119,2025-09-14,mail,contestation_indemnisation,851,0,25,oui,non,2,1
3322,202601145,3129,2026-04-14,telephone,reclamation_delai,719,1,20,non,non,1,2
3323,202601870,4716,2026-04-12,telephone,expertise,807,0,6,oui,non,3,5
3324,202601651,4760,2026-02-16,mail,declaration_sinistre,864,1,8,oui,non,3,2
3325,202600558,1162,2026-03-09,telephone,reclamation_delai,756,2,6,non,oui,1,2
3326,202600650,4953,2026-01-14,mail,relance_dossier,480,2,8,oui,oui,2,5
3327,202500589,1882,2026-04-18,telephone,relance_dossier,221,3,6,non,oui,2,2
3328,202501467,4859,2026-01-22,visite,contestation_indemnisation,184,3,5,non,oui,1,3
3329,202601989,4066,2026-04-02,telephone,incomprehension_garantie,770,0,4,oui,oui,1,1
3330,202500844,2619,2026-03-11,visite,declaration_sinistre,785,0,8,oui,non,3,1
3331,202500677,2628,2025-10-03,telephone,relance_dossier,850,2,7,oui,non,2,5
3332,202601412,4148,2026-04-10,visite,piece_manquante,529,1,9,oui,non,4,3
3333,202600426,2974,2026-04-11,mail,demande_avancement,179,2,4,oui,non,4,4
3334,202500414,1054,2026-01-13,telephone,expertise,85,3,10,oui,oui,3,3
3335,202401304,3515,2024-12-26,telephone,relance_dossier,621,3,9,oui,non,2,0
3336,202501815,2252,2025-11-18,visite,piece_manquante,235,1,4,oui,non,5,2
3337,202501364,2973,2026-03-26,mail,reclamation_delai,519,3,10,non,oui,1,4
3338,202501676,4796,2026-01-12,telephone,declaration_sinistre,36,1,7,non,non,4,2
3339,202600894,2163,2026-04-20,telephone,declaration_sinistre,791,3,20,non,oui,1,2
3340,202600707,2120,2026-03-21,telephone,declaration_sinistre,858,2,9,oui,oui,1,4
3341,202501029,2594,2026-04-01,telephone,demande_avancement,372,2,9,oui,oui,2,0
3342,202500163,3242,2025-12-21,telephone,declaration_sinistre,837,2,8,oui,oui,1,3
3343,202501638,4519,2025-12-02,mail,piece_manquante,355,1,6,oui,non,4,4
3344,202501364,2973,2025-12-02,visite,piece_manquante,834,2,7,non,oui,1,4
3345,202501924,3582,2025-10-22,telephone,relance_dossier,22,3,8,oui,non,4,1
3346,202500483,1886,2026-04-05,mail,expertise,621,1,7,oui,non,3,5
3347,202500127,832,2026-01-24,telephone,demande_avancement,123,2,5,non,oui,2,5
3348,202600997,496,2026-04-16,telephone,reclamation_delai,28,0,6,non,non,3,1
3349,202501158,334,2025-09-12,telephone,relance_dossier,840,0,7,oui,non,3,0
3350,202500256,909,2026-03-16,visite,declaration_sinistre,401,0,6,oui,non,4,3
3351,202501864,573,2025-12-29,telephone,contestation_indemnisation,111,2,8,oui,oui,2,4
3352,202601128,4444,2026-04-03,mail,declaration_sinistre,798,0,7,non,non,2,1
3353,202501269,4067,2026-01-19,mail,demande_avancement,40,2,25,oui,oui,3,0
3354,202501073,704,2025-05-25,telephone,demande_avancement,459,3,3,non,oui,1,2
3355,202500084,3798,2026-03-09,visite,piece_manquante,835,1,8,oui,non,3,0
3356,202600469,2658,2026-03-23,telephone,demande_avancement,42,2,3,non,oui,2,0
3357,202501100,2121,2026-01-04,telephone,incomprehension_garantie,541,0,8,oui,non,3,2
3358,202500125,3119,2026-01-13,visite,demande_avancement,70,3,7,oui,non,4,3
3359,202600490,1517,2026-03-29,telephone,incomprehension_garantie,834,1,3,non,oui,1,1
3360,202501303,4146,2025-07-25,telephone,demande_avancement,242,0,5,oui,non,5,0
3361,202501350,4349,2025-12-08,telephone,piece_manquante,361,3,10,oui,non,3,3
3362,202500483,1886,2026-02-14,visite,expertise,212,1,7,non,non,4,1
