sinistre_id,client_id,date_ouverture,type_sinistre,statut_dossier,montant_estime,date_derniere_action
202200427,682,2022-03-30,habitation,clos,3474.19,2024-09-29
202600428,3265,2026-02-02,auto,ouvert,12977.65,2026-04-17
202100429,690,2021-07-01,auto,clos,10532.3,2026-01-12
201500430,1152,2015-08-10,auto,clos,11334.56,2024-07-04
202500431,1061,2025-11-29,auto,en cours,793.98,2026-01-15
202500432,4244,2025-06-20,habitation,en cours,2193.91,2026-01-21
202000433,2833,2020-05-24,auto,clos,8444.71,2020-08-09
202500434,3966,2025-05-11,habitation,ouvert,6412.26,2025-10-20
202400435,1449,2024-09-22,auto,clos,4286.88,2025-10-06
202600436,2101,2026-02-22,habitation,en cours,1704.54,2026-04-05
202500437,1200,2025-09-23,habitation,ouvert,10022.54,2025-12-29
201700438,2998,2017-11-07,habitation,clos,6361.64,2021-01-31
201600439,2148,2016-09-01,auto,clos,8392.99,2022-11-03
202600440,988,2026-03-28,auto,en cours,14655.69,2026-04-11
202400441,3091,2024-07-11,habitation,clos,5013.73,2026-03-07
202600442,2961,2026-01-19,habitation,en cours,8396.8,2026-04-11
202500443,2956,2025-04-10,auto,clos,9004.47,2025-04-22
202200444,2250,2022-04-30,auto,clos,5437.01,2026-01-26
202600445,372,2026-01-27,auto,en cours,10955.55,2026-02-20
202400446,59,2024-08-13,auto,clos,5843.15,2025-07-23
202300447,4621,2023-04-08,habitation,clos,1036.98,2024-10-30
201700448,3032,2017-12-13,habitation,clos,10146.05,2024-01-11
202500449,764,2025-06-16,habitation,en cours,11810.31,2026-02-18
202200450,1525,2022-03-20,habitation,clos,4534.84,2023-11-22
202200451,2656,2022-10-10,habitation,clos,5813.13,2024-09-27
202500452,3771,2025-01-18,habitation,clos,7136.67,2025-11-24
202400453,2920,2024-10-08,habitation,clos,8625.57,2025-10-24
202600454,2974,2026-03-09,habitation,en cours,14529.95,2026-04-18
202300455,3061,2023-06-11,auto,clos,3960.15,2024-07-13
202600456,2669,2026-04-15,habitation,en cours,7207.63,2026-04-20
202500457,1814,2025-06-03,habitation,en cours,9318.25,2025-07-28
201800458,3419,2018-09-26,habitation,clos,5295.59,2025-01-04
202600459,768,2026-01-13,auto,en cours,1169.65,2026-03-19
202500460,2147,2025-09-06,auto,ouvert,1083.82,2025-10-30
202600461,2703,2026-01-03,auto,en cours,14940.1,2026-02-03
202400462,517,2024-10-24,habitation,clos,2266.13,2025-12-23
202500463,412,2025-02-15,habitation,clos,3149.98,2026-03-16
202200464,474,2022-05-05,habitation,clos,7576.58,2024-10-18
202000465,1302,2020-03-23,auto,clos,13115.45,2021-11-21
202400466,3346,2024-06-30,auto,clos,10116.34,2025-01-30
202300467,4091,2023-02-07,habitation,clos,5534.8,2023-02-24
202300468,1980,2023-05-27,auto,clos,5962.92,2023-09-24
202000469,2658,2020-12-15,auto,clos,6366.06,2025-06-06
201900470,4070,2019-12-18,auto,clos,11484.62,2025-08-02
202600471,3220,2026-02-03,auto,en cours,2893.57,2026-02-08
202500472,4309,2025-08-13,habitation,en cours,13426.57,2026-01-22
202500473,1654,2025-07-03,habitation,en cours,3926.51,2025-07-11
202400474,346,2024-07-01,habitation,clos,11812.98,2024-11-27
202000475,1493,2020-01-31,auto,clos,1596.67,2020-12-16
202200476,753,2022-12-01,habitation,clos,3892.17,2023-06-20
202500477,1376,2025-02-06,habitation,clos,9738.4,2025-06-08
202000478,1801,2020-06-23,auto,clos,11309.62,2025-10-07
202500479,2025,2025-10-07,habitation,en cours,8048.14,2026-02-01
202200480,1572,2022-01-23,auto,clos,10034.15,2025-11-28
202500481,4832,2025-06-23,habitation,ouvert,13517.28,2025-10-13
202500482,1083,2025-11-04,habitation,en cours,10674.78,2026-03-12
202400483,1886,2024-03-05,auto,clos,1733.24,2025-11-11
202400484,191,2024-01-18,auto,clos,6171.96,2025-08-08
202000485,3014,2020-08-07,habitation,clos,6239.1,2022-04-05
201700486,3851,2017-07-03,habitation,clos,5514.59,2022-11-28
202500487,797,2025-08-12,habitation,en cours,3499.24,2025-09-28
202100488,680,2021-11-09,habitation,clos,13159.97,2025-09-07
202400489,1378,2024-11-17,habitation,clos,1227.88,2025-04-08
201500490,1517,2015-06-21,auto,clos,4657.71,2016-04-06
202200491,4500,2022-11-13,auto,clos,6437.9,2025-07-05
202000492,4237,2020-02-25,habitation,clos,11443.56,2025-06-02
202100493,4241,2021-11-25,habitation,clos,3764.55,2024-01-04
202000494,4427,2020-02-15,habitation,clos,1202.32,2023-06-02
202600495,1445,2026-02-04,auto,en cours,3692.97,2026-02-21
202600496,2097,2026-03-06,habitation,ouvert,7025.82,2026-03-16
201600497,3383,2016-09-04,habitation,clos,9154.69,2024-01-29
202500498,1143,2025-01-05,habitation,clos,13147.94,2025-11-14
202500499,517,2025-01-05,auto,clos,8103.22,2026-02-04
201700500,3181,2017-05-25,auto,clos,2040.5,2023-03-24
201800501,1809,2018-10-18,habitation,clos,192.49,2018-11-02
202300502,1282,2023-12-20,auto,clos,11598.9,2024-07-09
202200503,4260,2022-01-26,auto,clos,6622.87,2026-01-17
201700504,2856,2017-09-18,habitation,clos,11014.3,2022-11-26
202600505,2244,2026-03-17,auto,en cours,9696.0,2026-03-28
202600506,3636,2026-02-25,habitation,ouvert,4045.75,2026-04-10
202300507,4004,2023-05-30,habitation,clos,7590.47,2024-01-16
202600508,2237,2026-01-26,auto,ouvert,5422.38,2026-04-03
202600509,3833,2026-03-28,auto,en cours,1366.2,2026-03-30
202500510,1297,2025-11-25,auto,ouvert,5479.29,2026-02-17
202400511,4145,2024-05-20,habitation,clos,7832.41,2025-03-21
202200512,1017,2022-04-20,auto,clos,4262.57,2024-09-29
202000513,4348,2020-02-22,habitation,clos,14270.86,2023-05-10
201800514,2835,2018-12-04,auto,clos,3194.59,2020-09-01
202300515,3992,2023-05-07,habitation,clos,3765.4,2024-09-05
202100516,1455,2021-03-25,auto,clos,6710.52,2025-05-20
202400517,4019,2024-03-05,habitation,clos,13270.3,2026-02-26
202000518,4254,2020-11-22,habitation,clos,12504.02,2021-12-17
202200519,4263,2022-09-21,auto,clos,11057.32,2025-04-05
202400520,4218,2024-09-29,habitation,clos,6938.11,2024-11-18
202600521,882,2026-01-23,auto,ouvert,12105.05,2026-03-12
202600522,2818,2026-01-14,habitation,ouvert,8112.16,2026-04-14
202200523,506,2022-05-14,auto,clos,14822.63,2025-01-07
202100524,676,2021-11-11,habitation,clos,8234.82,2024-02-02
202500525,2570,2025-12-25,auto,en cours,3142.98,2026-03-23
202400526,616,2024-01-15,auto,clos,2680.38,2024-08-20
202600527,4887,2026-01-06,auto,en cours,5490.44,2026-03-29
201600528,2444,2016-07-19,habitation,clos,14666.28,2025-04-30
202500529,4814,2025-04-26,habitation,en cours,13929.15,2025-07-29
202400530,2359,2024-01-25,habitation,clos,7363.05,2024-10-23
201900531,2423,2019-03-21,auto,clos,6639.11,2023-11-12
202200532,3637,2022-08-23,auto,clos,6500.03,2022-11-05
202300533,4513,2023-04-02,auto,clos,5469.29,2025-03-25
201700534,490,2017-03-10,auto,clos,14070.58,2021-06-27
202600535,115,2026-01-06,habitation,en cours,6445.56,2026-02-12
201300536,324,2013-10-31,auto,clos,11859.33,2019-05-23
202500537,644,2025-09-29,habitation,en cours,8733.53,2025-10-21
201700538,4308,2017-12-13,auto,clos,7424.8,2023-03-30
202600539,1284,2026-01-20,habitation,en cours,5966.35,2026-04-04
202500540,2100,2025-07-30,habitation,en cours,6664.17,2026-01-08
202400541,245,2024-04-03,habitation,clos,2956.41,2024-07-03
202200542,2234,2022-01-12,habitation,clos,9763.07,2024-02-02
202300543,3480,2023-09-23,habitation,clos,4213.38,2025-11-07
202400544,192,2024-05-05,auto,clos,500.8,2025-03-03
202400545,957,2024-01-01,auto,clos,14091.62,2025-04-22
202300546,4121,2023-10-13,auto,clos,14385.25,2024-03-28
201300547,4494,2013-05-21,habitation,clos,7523.03,2020-10-15
201300548,3125,2013-04-29,auto,clos,9783.29,2014-06-05
202400549,3742,2024-11-21,auto,clos,5223.67,2025-07-25
201200550,2012,2012-11-27,habitation,clos,8311.42,2020-06-11
202600551,768,2026-03-06,auto,ouvert,12890.48,2026-03-15
202500552,4246,2025-12-04,auto,en cours,2299.97,2026-03-24
201700553,2692,2017-08-12,auto,clos,6803.86,2018-04-23
202600554,3720,2026-03-30,habitation,ouvert,4917.75,2026-03-30
202600555,4124,2026-01-12,auto,en cours,11342.44,2026-03-31
202500556,3937,2025-07-30,auto,en cours,6382.05,2025-10-22
202200557,4116,2022-10-13,auto,clos,5471.0,2025-06-10
202600558,1162,2026-02-06,habitation,ouvert,1274.7,2026-04-09
201100559,3816,2011-05-14,auto,clos,1355.15,2014-12-10
202500560,4206,2025-06-26,auto,en cours,5887.48,2025-12-04
202400561,1499,2024-06-08,habitation,clos,11837.24,2025-10-21
202000562,2964,2020-10-28,auto,clos,3286.13,2023-04-14
201800563,4479,2018-01-12,habitation,clos,632.99,2023-04-29
201800564,4881,2018-12-13,habitation,clos,3829.03,2023-10-11
201300565,1871,2013-11-10,auto,clos,7075.37,2016-05-25
202500566,4655,2025-01-06,auto,clos,3799.45,2025-01-11
202500567,4794,2025-10-05,habitation,en cours,4827.16,2026-01-03
201900568,4076,2019-08-08,auto,clos,9254.49,2020-01-28
202500569,1745,2025-01-15,auto,clos,4856.51,2026-03-02
201700570,3726,2017-11-05,habitation,clos,4844.86,2022-08-10
202500571,693,2025-10-30,habitation,en cours,7550.38,2026-01-25
202300572,3185,2023-10-31,habitation,clos,9772.11,2023-12-11
201800573,4842,2018-10-23,auto,clos,1560.39,2021-05-09
202200574,393,2022-09-27,habitation,clos,12136.57,2026-03-15
202400575,1758,2024-11-08,auto,clos,10116.59,2025-02-09
202400576,2880,2024-02-10,auto,clos,6131.97,2025-05-08
202300577,4930,2023-06-13,auto,clos,4240.72,2023-07-18
202600578,2277,2026-01-10,habitation,ouvert,6217.09,2026-02-23
202400579,2421,2024-11-05,auto,clos,2650.11,2025-07-20
202200580,20,2022-09-30,habitation,clos,6540.6,2026-01-06
201900581,1028,2019-07-06,habitation,clos,276.23,2023-09-10
202500582,20,2025-05-25,habitation,en cours,1626.35,2025-06-07
202300583,432,2023-06-08,auto,clos,4805.13,2023-09-28
202600584,807,2026-03-31,habitation,ouvert,4256.42,2026-04-14
202500585,2464,2025-08-22,habitation,en cours,1875.71,2025-11-11
201800586,4074,2018-12-20,auto,clos,10580.17,2020-04-12
202500587,4214,2025-09-29,auto,en cours,12526.21,2026-04-20
201900588,2440,2019-02-16,habitation,clos,3617.09,2023-07-28
202600589,1882,2026-03-18,habitation,en cours,13490.87,2026-03-18
202600590,2882,2026-01-14,habitation,en cours,10386.41,2026-03-22
202500591,3267,2025-09-22,auto,en cours,14076.19,2025-10-22
201800592,3606,2018-11-03,habitation,clos,500.63,2023-05-09
201200593,4603,2012-10-09,auto,clos,14141.68,2015-07-26
201900594,2668,2019-12-24,auto,clos,3779.14,2020-04-04
202500595,1462,2025-04-03,auto,clos,1645.52,2026-01-21
202500596,262,2025-06-30,habitation,en cours,3661.33,2026-02-26
202400597,498,2024-05-05,auto,clos,5878.8,2025-01-24
202500598,1400,2025-04-24,auto,clos,4054.02,2026-01-27
202500599,4902,2025-09-24,habitation,en cours,4540.96,2026-03-23
202500600,147,2025-08-17,auto,en cours,4843.93,2026-01-18
201900601,2457,2019-07-15,auto,clos,12997.71,2020-12-09
202300602,2361,2023-12-14,auto,clos,1205.45,2025-09-27
202100603,3970,2021-10-03,habitation,clos,7207.66,2025-01-17
202500604,3818,2025-08-16,auto,en cours,6872.74,2026-02-24
201700605,977,2017-07-14,habitation,clos,1181.33,2019-11-07
202200606,341,2022-10-06,auto,clos,297.28,2022-12-14
202200607,2102,2022-06-21,habitation,clos,4506.41,2023-02-02
202500608,767,2025-08-23,auto,en cours,8845.04,2025-09-03
202100609,1600,2021-11-02,habitation,clos,7225.56,2022-06-05
202100610,2481,2021-07-20,auto,clos,9872.98,2023-07-24
202200611,4395,2022-03-19,habitation,clos,10711.17,2024-06-05
202600612,826,2026-02-15,habitation,en cours,3385.84,2026-03-13
202300613,1241,2023-04-08,habitation,clos,13681.8,2023-04-19
201700614,4199,2017-01-02,habitation,clos,4252.55,2026-03-17
201900615,3079,2019-04-24,habitation,clos,868.76,2022-07-27
202600616,1972,2026-01-26,habitation,en cours,10943.78,2026-02-28
202500617,4997,2025-07-03,habitation,en cours,4843.42,2025-08-08
201400618,3352,2014-08-13,auto,clos,2280.8,2016-11-21
202400619,2086,2024-02-28,auto,clos,3543.36,2024-10-02
202500620,629,2025-01-02,auto,clos,12398.78,2025-03-20
201800621,4642,2018-11-18,habitation,clos,10946.94,2026-01-21
202000622,4781,2020-02-11,habitation,clos,13892.99,2022-02-28
202300623,2440,2023-01-26,habitation,clos,3025.06,2024-04-27
202200624,3233,2022-05-21,habitation,clos,13913.93,2023-04-20
202100625,4803,2021-05-24,auto,clos,9760.34,2024-05-05
201300626,1355,2013-03-28,auto,clos,10321.08,2021-10-10
202000627,3550,2020-01-11,auto,clos,8761.13,2020-05-10
202400628,1171,2024-10-22,habitation,clos,8807.73,2024-11-03
202500629,1414,2025-12-19,habitation,en cours,11398.08,2026-02-26
202500630,1086,2025-11-16,habitation,en cours,12700.72,2025-12-20
201800631,1123,2018-06-16,auto,clos,5521.32,2021-05-31
202500632,4180,2025-05-13,habitation,ouvert,11563.83,2026-04-04
201500633,4087,2015-10-22,habitation,clos,7996.83,2026-04-13
201800634,1547,2018-11-23,habitation,clos,8017.48,2022-12-03
201700635,4423,2017-11-11,auto,clos,12846.07,2018-01-07
202400636,3591,2024-03-29,habitation,clos,10901.54,2025-10-16
202400637,1786,2024-03-01,auto,clos,5069.39,2024-05-18
202500638,376,2025-02-19,auto,clos,8090.28,2025-03-04
202400639,4106,2024-11-23,habitation,clos,13865.44,2024-12-05
202200640,2734,2022-03-24,auto,clos,8788.02,2025-10-07
202500641,4281,2025-09-03,habitation,en cours,4699.73,2025-10-20
202500642,3662,2025-12-20,auto,ouvert,4972.43,2026-04-14
202600643,1619,2026-01-23,habitation,en cours,6330.43,2026-02-12
202400644,2519,2024-03-06,habitation,clos,13224.83,2025-05-02
202400645,3952,2024-10-30,habitation,clos,8946.54,2025-10-12
202400646,2782,2024-02-03,auto,clos,3967.92,2025-07-30
202500647,3568,2025-07-04,habitation,en cours,9522.22,2025-11-10
202300648,4233,2023-10-17,auto,clos,7241.74,2025-09-07
202500649,2866,2025-05-02,habitation,en cours,2108.03,2025-05-28
202100650,4953,2021-10-09,habitation,clos,11503.06,2025-04-28
202300651,1177,2023-05-30,habitation,clos,2728.81,2025-01-29
202100652,4747,2021-01-10,habitation,clos,9393.98,2025-07-02
202600653,2194,2026-04-06,auto,ouvert,1372.83,2026-04-07
202100654,2766,2021-05-13,auto,clos,14738.5,2023-10-10
202400655,2859,2024-10-22,auto,clos,4266.51,2025-01-19
201700656,1169,2017-09-06,auto,clos,1407.92,2019-02-08
202500657,1745,2025-06-08,auto,en cours,8040.68,2025-10-26
202400658,4012,2024-08-31,auto,clos,752.01,2024-12-06
202400659,853,2024-02-11,habitation,clos,7618.84,2025-12-06
202400660,2348,2024-06-23,habitation,clos,7394.89,2024-06-28
201800661,3115,2018-10-28,auto,clos,4768.61,2019-09-27
202100662,4268,2021-09-02,auto,clos,11809.32,2025-02-03
202400663,1676,2024-01-10,habitation,clos,2110.15,2026-04-12
202300664,1727,2023-03-01,habitation,clos,887.77,2025-09-27
202400665,814,2024-11-04,auto,clos,8531.99,2025-08-08
202000666,1879,2020-09-27,auto,clos,10602.74,2025-04-05
202200667,3001,2022-08-20,auto,clos,5108.7,2024-03-28
202500668,762,2025-06-24,auto,en cours,4319.35,2025-06-25
201600669,4985,2016-07-04,auto,clos,9667.59,2024-03-19
202400670,3020,2024-05-07,auto,clos,12840.43,2025-12-21
202400671,4496,2024-05-25,habitation,clos,10558.4,2024-06-09
201900672,3968,2019-09-29,auto,clos,4247.58,2024-12-31
201500673,528,2015-06-30,habitation,clos,13472.25,2026-03-03
202300674,4545,2023-11-30,auto,clos,7426.73,2023-12-04
202500675,2104,2025-12-21,auto,en cours,6667.94,2026-02-06
202000676,4671,2020-03-06,habitation,clos,872.65,2024-11-27
201700677,2628,2017-03-26,auto,clos,1264.22,2022-05-26
201600678,686,2016-12-18,habitation,clos,1909.0,2017-10-05
201900679,1438,2019-10-12,auto,clos,618.02,2021-04-24
202000680,975,2020-05-24,auto,clos,11437.66,2021-05-13
201500681,3375,2015-11-09,auto,clos,4999.28,2025-07-19
202500682,3522,2025-09-26,habitation,en cours,9166.17,2025-10-09
202200683,1052,2022-01-24,habitation,clos,8089.57,2023-09-17
201600684,3051,2016-07-04,auto,clos,7819.08,2016-12-11
202300685,2344,2023-04-08,habitation,clos,13102.82,2024-03-31
201400686,4045,2014-03-29,auto,clos,6164.36,2018-03-17
202100687,203,2021-04-07,habitation,clos,11661.25,2023-02-14
202500688,4259,2025-07-24,auto,ouvert,11309.75,2026-03-08
202200689,4179,2022-09-27,habitation,clos,5430.92,2023-04-12
202600690,3903,2026-03-31,auto,en cours,12215.06,2026-03-31
202100691,3274,2021-08-27,auto,clos,5652.82,2024-04-22
202500692,3218,2025-12-14,auto,ouvert,14546.86,2026-04-04
202100693,4511,2021-10-11,habitation,clos,13555.92,2025-02-28
202300694,623,2023-12-30,auto,clos,2887.83,2024-01-09
202400695,1735,2024-08-27,auto,clos,732.83,2026-03-26
202300696,1826,2023-03-05,habitation,clos,10960.16,2024-11-25
202600697,2992,2026-03-27,auto,en cours,7378.35,2026-04-14
202500698,664,2025-03-02,auto,clos,7347.94,2025-07-08
201900699,1254,2019-07-17,habitation,clos,4071.7,2020-10-02
202100700,4695,2021-04-01,habitation,clos,284.56,2024-05-01
202500701,2034,2025-01-28,habitation,clos,7268.35,2025-11-07
202500702,1068,2025-07-16,habitation,en cours,10839.37,2026-02-25
202500703,482,2025-08-05,habitation,en cours,14989.79,2025-10-04
202500704,3132,2025-12-05,auto,en cours,9803.63,2025-12-20
202600705,2320,2026-04-06,habitation,ouvert,2137.98,2026-04-16
202300706,1633,2023-03-08,auto,clos,3394.79,2024-02-29
202600707,2120,2026-01-09,habitation,en cours,9590.96,2026-01-13
202300708,4424,2023-04-28,auto,clos,108.65,2023-11-29
202500709,3215,2025-01-12,habitation,clos,6192.45,2025-02-03
201900710,2754,2019-01-19,habitation,clos,12448.14,2025-04-16
202500711,3405,2025-10-18,auto,en cours,12066.24,2026-01-11
201500712,3727,2015-12-25,auto,clos,2482.72,2026-02-16
202500713,462,2025-03-15,habitation,clos,1086.06,2026-03-18
202500714,2910,2025-12-18,habitation,ouvert,2383.68,2026-04-11
202600715,1005,2026-04-07,auto,en cours,12020.86,2026-04-18
202000716,2746,2020-07-11,auto,clos,8032.11,2024-04-07
202200717,2779,2022-01-13,habitation,clos,4549.22,2025-08-27
201800718,3702,2018-03-12,habitation,clos,4651.51,2019-11-25
202100719,2757,2021-10-29,habitation,clos,10180.57,2025-05-29
202400720,970,2024-07-11,habitation,clos,10955.55,2024-10-10
202500721,2364,2025-12-09,habitation,en cours,7160.64,2026-02-13
202300722,3156,2023-08-02,auto,clos,4962.95,2024-02-15
202400723,2559,2024-04-11,habitation,clos,7336.87,2024-07-16
202200724,3033,2022-05-16,habitation,clos,11158.14,2025-07-23
202600725,4562,2026-04-16,auto,en cours,14547.26,2026-04-19
201900726,4262,2019-06-03,auto,clos,13857.3,2024-03-19
201700727,3533,2017-11-19,auto,clos,1754.8,2018-02-05
201800728,4895,2018-10-02,habitation,clos,6767.36,2025-09-06
202500729,4016,2025-09-06,habitation,ouvert,6105.21,2025-11-05
201500730,4414,2015-08-31,habitation,clos,9723.9,2026-02-20
202500731,708,2025-01-16,habitation,clos,12052.51,2026-02-21
202500732,4197,2025-10-17,habitation,en cours,12162.43,2025-11-02
201900733,2390,2019-08-29,habitation,clos,5531.42,2026-03-03
202400734,75,2024-03-23,auto,clos,14245.8,2025-06-25
201800735,23,2018-07-31,habitation,clos,2448.62,2022-01-19
201800736,3449,2018-06-12,habitation,clos,287.58,2021-02-20
202500737,1403,2025-04-12,auto,clos,4858.98,2025-09-03
202500738,2565,2025-10-19,habitation,en cours,4872.85,2026-04-04
202500739,2687,2025-01-25,auto,clos,459.64,2026-03-18
202600740,569,2026-03-31,auto,en cours,7672.23,2026-04-10
201900741,1490,2019-06-02,auto,clos,12638.8,2020-02-02
202500742,555,2025-08-12,habitation,ouvert,11783.42,2026-04-15
202200743,1686,2022-08-19,auto,clos,6526.48,2024-04-09
202600744,4107,2026-01-13,auto,en cours,3951.58,2026-03-25
202000745,4644,2020-08-14,habitation,clos,2340.05,2025-02-03
202400746,4278,2024-01-30,auto,clos,5947.42,2026-03-06
202600747,2669,2026-04-17,habitation,ouvert,9963.92,2026-04-18
202100748,776,2021-11-16,habitation,clos,2551.31,2025-09-11
201900749,4101,2019-01-13,habitation,clos,7365.36,2025-02-24
201800750,2018,2018-08-26,habitation,clos,5605.14,2019-09-26
201800751,4803,2018-04-27,habitation,clos,2435.04,2023-05-17
202600752,80,2026-04-05,habitation,ouvert,8539.8,2026-04-20
202400753,3661,2024-03-01,auto,clos,13112.97,2025-02-12
202400754,1363,2024-07-17,auto,clos,3317.53,2025-08-05
202300755,3117,2023-07-10,auto,clos,12448.58,2023-09-13
201600756,3416,2016-07-16,auto,clos,7613.7,2021-10-31
201900757,3723,2019-09-17,auto,clos,14246.9,2024-05-24
202500758,745,2025-04-04,auto,clos,7170.91,2026-02-15
201800759,4845,2018-10-29,habitation,clos,9674.59,2019-12-17
202500760,265,2025-01-22,habitation,clos,9065.95,2026-03-21
202500761,4348,2025-10-05,auto,ouvert,9559.85,2026-03-23
201500762,3064,2015-05-25,auto,clos,5858.41,2021-02-27
201900763,33,2019-11-08,habitation,clos,7523.57,2025-12-26
202500764,2231,2025-10-06,auto,en cours,6651.12,2026-02-21
202300765,2003,2023-09-22,auto,clos,11695.25,2024-02-15
202300766,556,2023-06-14,habitation,clos,2019.6,2026-03-31
202600767,4510,2026-04-05,auto,en cours,9313.85,2026-04-07
202300768,1553,2023-10-01,habitation,clos,9029.4,2025-06-27
202000769,4938,2020-07-23,habitation,clos,12763.02,2023-01-07
202500770,4546,2025-11-01,auto,ouvert,10922.6,2026-02-21
202100771,1593,2021-05-31,habitation,clos,5788.03,2021-06-19
202400772,1114,2024-09-29,auto,clos,5229.8,2025-12-30
202500773,208,2025-12-09,habitation,en cours,13770.91,2026-01-11
201800774,44,2018-05-07,habitation,clos,2238.69,2018-07-28
201900775,1558,2019-09-21,auto,clos,12560.44,2022-04-04
202300776,2957,2023-04-28,auto,clos,9707.35,2023-10-07
202400777,1851,2024-07-08,auto,clos,5161.84,2025-02-03
202300778,193,2023-12-29,habitation,clos,597.05,2024-02-01
202400779,4127,2024-06-15,auto,clos,4911.91,2025-03-30
202500780,971,2025-12-27,habitation,en cours,5838.25,2026-01-14
202400781,1809,2024-06-06,habitation,clos,699.38,2025-11-24
201800782,3050,2018-11-07,habitation,clos,210.29,2019-10-26
202500783,2168,2025-07-10,habitation,en cours,1190.73,2025-12-01
202600784,4169,2026-04-04,auto,en cours,10928.85,2026-04-15
202500785,251,2025-11-04,habitation,ouvert,11193.39,2025-11-18
201800786,3870,2018-09-01,habitation,clos,2358.29,2023-08-25
202600787,4570,2026-04-08,habitation,en cours,8471.18,2026-04-08
201400788,4030,2014-06-13,auto,clos,5530.63,2022-06-19
202500789,4512,2025-02-27,habitation,clos,1649.48,2026-04-12
202600790,1305,2026-02-11,habitation,en cours,11414.92,2026-04-06
202000791,1056,2020-11-17,habitation,clos,5594.25,2021-07-30
202000792,1377,2020-10-03,auto,clos,1403.73,2021-09-25
202500793,4458,2025-02-23,auto,clos,11856.43,2025-12-18
202400794,4387,2024-01-13,auto,clos,5387.39,2025-08-14
202300795,3088,2023-02-28,auto,clos,242.92,2023-11-08
201800796,1484,2018-04-12,habitation,clos,1490.75,2025-01-10
202500797,3800,2025-12-10,habitation,en cours,11214.58,2026-01-22
201500798,4260,2015-05-09,auto,clos,6116.08,2017-12-22
202400799,29,2024-03-22,auto,clos,2605.57,2024-12-16
201700800,2259,2017-06-30,habitation,clos,2539.62,2025-04-24
202400801,323,2024-12-17,auto,clos,12918.59,2025-01-29
202600802,3987,2026-02-09,habitation,en cours,5745.68,2026-03-03
202500803,1013,2025-12-05,habitation,en cours,6051.76,2026-02-04
202300804,2583,2023-05-30,auto,clos,11324.59,2025-01-25
202300805,2102,2023-07-20,auto,clos,4034.45,2023-09-19
201800806,2338,2018-12-09,habitation,clos,937.03,2024-04-14
202500807,2316,2025-12-29,auto,ouvert,13089.63,2026-03-02
201800808,736,2018-11-03,auto,clos,4384.09,2025-10-10
202600809,2435,2026-03-01,habitation,ouvert,10867.84,2026-03-22
202300810,1719,2023-07-15,habitation,clos,10586.35,2026-03-25
202200811,4044,2022-07-13,auto,clos,9863.64,2024-11-13
202500812,1641,2025-01-02,habitation,clos,2963.42,2025-10-26
201900813,1640,2019-06-13,auto,clos,12149.32,2021-09-16
202100814,3265,2021-11-28,habitation,clos,12591.74,2023-06-08
202000815,4382,2020-12-14,habitation,clos,4060.21,2022-10-04
202600816,3684,2026-03-28,habitation,en cours,11016.96,2026-03-28
202500817,3832,2025-03-25,auto,clos,14505.74,2025-05-09
202300818,460,2023-04-24,habitation,clos,5192.98,2025-11-08
202600819,4075,2026-04-08,habitation,ouvert,3747.07,2026-04-14
202600820,2223,2026-01-24,habitation,en cours,10394.23,2026-04-06
202000821,3304,2020-05-08,habitation,clos,14964.27,2025-04-15
202300822,1752,2023-12-13,auto,clos,6098.18,2025-10-05
202600823,4344,2026-01-04,habitation,en cours,7678.96,2026-03-31
202400824,4250,2024-03-04,habitation,clos,8339.38,2024-07-16
202000825,1359,2020-05-13,auto,clos,12446.2,2020-08-05
201900826,2071,2019-09-20,habitation,clos,12837.99,2021-04-14
202100827,966,2021-01-03,auto,clos,9469.58,2022-01-16
202100828,2359,2021-11-05,auto,clos,11571.85,2023-07-13
202600829,221,2026-03-05,auto,en cours,2412.19,2026-03-19
202600830,2182,2026-01-07,auto,en cours,4641.82,2026-03-12
202600831,2111,2026-04-11,auto,en cours,5924.33,2026-04-12
202200832,3704,2022-07-13,auto,clos,133.53,2023-06-04
202100833,407,2021-10-31,auto,clos,5128.85,2022-01-23
202300834,3349,2023-01-04,auto,clos,5164.28,2025-06-01
201400835,4115,2014-06-09,auto,clos,5877.39,2018-11-17
202600836,2553,2026-01-12,habitation,en cours,13546.71,2026-03-10
202400837,3676,2024-02-11,auto,clos,12416.4,2024-05-30
202300838,4974,2023-09-05,auto,clos,5587.57,2024-05-23
201900839,4229,2019-07-04,habitation,clos,4049.98,2023-05-16
202600840,2393,2026-04-13,auto,ouvert,13971.44,2026-04-20
202500841,658,2025-10-02,auto,ouvert,2150.32,2026-02-14
202600842,2749,2026-02-18,habitation,en cours,14521.31,2026-04-06
202300843,822,2023-04-14,auto,clos,14103.42,2024-11-24
202000844,2619,2020-03-26,habitation,clos,10036.94,2021-07-17
202600845,4787,2026-03-26,auto,en cours,14720.1,2026-04-20
201500846,2767,2015-12-19,auto,clos,12100.64,2016-10-02
202400847,2712,2024-10-14,auto,clos,12457.1,2025-04-02
202400848,3216,2024-10-04,habitation,clos,2167.43,2026-04-13
202400849,391,2024-06-08,habitation,clos,14630.6,2025-04-25
202300850,417,2023-09-26,auto,clos,3107.81,2024-05-24
201000851,1586,2010-01-13,habitation,clos,2693.17,2024-07-04
201900852,666,2019-01-09,habitation,clos,13366.84,2024-06-15
202500853,2134,2025-09-05,habitation,en cours,8111.91,2026-02-08
